Accession,Gene ID,Description,Taxonomy,Protein FDR Confidence: Combined,Missing values,Log10(S/N),# Unique Peptides,Resting_1,Resting_2,Activated_1,Activated_2,24h_Mock,24h_Pos,24h_Neg,48h_Mock,48h_Pos,48h_Neg
Q99638,RAD9A,Cell cycle checkpoint control protein RAD9A ,Homo sapiens ,High,0,3.49375073514548,5,450.5,390.2,282.3,236.5,309.7,207.3,304,291,313.6,332
P78406,RAE1,mRNA export factor ,Homo sapiens ,High,0,4.64674867194591,20,3737.8,3962.5,4487.7,4714,4524.5,5495.9,4379,3989.2,4631.3,4413.3
P04049,RAF1,RAF proto-oncogene serine/threonine-protein kinase ,Homo sapiens ,High,0,4.14387628537182,13,1345.9,1443,1351.7,1507.6,1415.4,1312.6,1430.7,1504.9,1313.1,1302.7
Q7Z5J4,RAI1,Retinoic acid-induced protein 1 ,Homo sapiens ,High,0,4.22742646845585,19,1287.5,1239.1,1615.8,1735.7,1778.3,2127.9,1702.5,1590.3,2062.2,1742.8
Q9P0K7,RAI14,Ankycorbin ,Homo sapiens ,High,0,3.19298537909316,4,86.3,85.1,221.6,201.6,186.8,161.6,183.1,133.4,165.6,134.4
P11233,RALA,Ras-related protein Ral-A ,Homo sapiens ,High,0,4.36004973200078,6,3105.6,3080.6,2000.9,1888.4,2239.6,2175.3,2037.4,1778.2,2382.5,2222.8
P11234,RALB,Ras-related protein Ral-B ,Homo sapiens ,High,0,3.32045786891665,2,179.7,168.2,171.3,167.1,167.4,170,183.1,316.7,292.8,275.2
Q15311,RALBP1,RalA-binding protein 1 ,Homo sapiens ,High,0,4.11620580244754,14,1533.1,1833.5,1064.4,1084.3,1124.8,1232.9,1227,1400.5,1390.4,1177
Q6GYQ0,RALGAPA1,Ral GTPase-activating protein subunit alpha-1 ,Homo sapiens ,High,0,4.36217700403895,25,3154.6,3237.4,2273,2355.9,1903.6,1851.9,2165.4,2055.1,2062.8,1964.1
Q2PPJ7,RALGAPA2,Ral GTPase-activating protein subunit alpha-2 ,Homo sapiens ,High,0,3.54712215852201,13,534.1,589.6,308.3,291,247.1,262.3,290.3,340.5,349.4,312.1
Q86X10,RALGAPB,Ral GTPase-activating protein subunit beta ,Homo sapiens ,High,0,4.01227185238732,17,1409.5,1529.6,1002.6,1005.7,862.3,775.5,948.6,949.3,979,824.5
Q9UKM9,RALY,RNA-binding protein Raly ,Homo sapiens ,High,0,4.51198624317672,22,4678.3,5179.2,3415.3,3815.2,2943.6,2171.4,2969.2,3171.6,1517.4,2646.5
P62826,RAN,GTP-binding nuclear protein Ran ,Homo sapiens ,High,0,4.70187352416629,16,3956.6,4958.8,5073.2,6411.9,5410.1,4386.9,4754.7,5260.5,4405.6,5717.1
P43487,RANBP1,Ran-specific GTPase-activating protein ,Homo sapiens ,High,0,4.33993813484989,12,1297.4,1308.9,2540.6,2495.7,3232.2,2473.5,1913.9,2504.4,1977,2130.9
Q6VN20,RANBP10,Ran-binding protein 10 ,Homo sapiens ,High,0,3.68773402107256,8,403.4,384.2,472.8,458.1,566.7,466,534.1,564.9,484.1,538
P49792,RANBP2,E3 SUMO-protein ligase RanBP2 ,Homo sapiens ,High,0,5.46831084223414,118,21670.5,21665,30270.1,31364,29862.6,39087.9,31239.9,28720.7,31065.8,29028.8
Q9H6Z4,RANBP3,Ran-binding protein 3 ,Homo sapiens ,High,0,4.44147361252804,21,3461.1,3184.8,2878,2808.7,2980.3,2259.3,2578.1,2810.8,2172.6,2502.2
Q9H6Z4-2,RANBP3,Isoform 2 of Ran-binding protein 3 ,Homo sapiens ,Medium,0,3.85749532633328,5,984.1,934.5,803.3,804.9,831.8,545.5,647.7,670.4,457.8,522.7
O60518,RANBP6,Ran-binding protein 6 ,Homo sapiens ,High,0,4.11757287640017,17,606,599.2,1466.4,1480.4,1156.4,1934.7,1312.3,1096.4,2226.5,1230.8
Q96S59,RANBP9,Ran-binding protein 9 ,Homo sapiens ,High,0,4.15211092025911,14,943.2,798.5,1615.5,1500.4,1671.5,1383.5,1728.6,1602.5,1497.3,1453.2
P46060,RANGAP1,Ran GTPase-activating protein 1 ,Homo sapiens ,High,0,4.94909663681212,34,4697.8,4293.1,9618,9517.5,11594,10951.1,10932.7,10185.6,7624.3,9525.8
Q9HD47,RANGRF,Ran guanine nucleotide release factor ,Homo sapiens ,High,0,3.76043756283093,5,361.6,280.8,694.7,611.8,758.2,510.6,683.1,651.6,522.5,685.3
P62834,RAP1A,Ras-related protein Rap-1A ,Homo sapiens ,High,0,4.29979919988155,6,2102.2,1957.2,1803.6,1662.6,2079.5,2009.6,2046,1836.9,2261.5,2184.3
P61224,RAP1B,Ras-related protein Rap-1b ,Homo sapiens ,High,0,4.73836270572192,7,7922,8188.8,4462.8,4929,4602.1,5308.3,4127.2,4711.2,5113.5,5382.4
Q684P5,RAP1GAP2,Rap1 GTPase-activating protein 2 ,Homo sapiens ,High,0,3.150572247669,3,304.9,231.9,106.1,112.4,75.8,82.6,159.5,170.6,85.5,85.1
P52306,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1 ,Homo sapiens ,High,0,4.56532115343163,22,3366.5,3705.4,3209.9,3308.7,3404.8,3280.2,3724.3,4923.4,3849.7,3982.5
P10114,RAP2A,Ras-related protein Rap-2a ,Homo sapiens ,High,0,3.07477988233193,2,140.9,139,108.3,98.1,129,104.5,110.4,109.2,114.1,134.4
P61225,RAP2B,Ras-related protein Rap-2b ,Homo sapiens ,High,0,4.23786029580497,7,3333.5,2868,1375.8,1298.7,1330.5,1218.4,1460.9,1341.4,1351.3,1714.1
Q9Y3L5,RAP2C,Ras-related protein Rap-2c ,Homo sapiens ,High,0,3.66968870805621,3,421.8,458.9,322.4,340.1,456.9,466.3,529.1,508.7,614.8,555
Q13905,RAPGEF1,Rap guanine nucleotide exchange factor 1 ,Homo sapiens ,High,0,4.0886675525424,16,1980.1,1771.7,1072.1,919.7,962.5,822.6,1088.1,1205.5,1168.5,1274.2
Q9Y4G8,RAPGEF2,Rap guanine nucleotide exchange factor 2 ,Homo sapiens ,High,0,3.27401922251933,4,227.2,219,191.4,164.4,152,178.5,181.5,183.1,211.4,170.9
Q8TEU7,RAPGEF6,Rap guanine nucleotide exchange factor 6 ,Homo sapiens ,High,0,4.68474933964662,38,8000.3,8366.8,3969.5,3875,4009.4,3647,4075.1,4303.8,3939.7,4202.7
Q70E73,RAPH1,Ras-associated and pleckstrin homology domains-containing protein 1 ,Homo sapiens ,High,0,2.52400644555737,2,19.8,32,39.1,38.5,33.6,36.8,33.4,36.4,40.9,23.7
P10276,RARA,Retinoic acid receptor alpha ,Homo sapiens ,High,0,3.20999729608237,3,218.2,157.6,214.1,182.7,157.5,125.9,140.2,178.6,102.4,144.6
P10826,RARB,Retinoic acid receptor beta ,Homo sapiens ,Medium,0,2.22762964957101,1,12.8,13.2,22.1,14.3,23.2,16,16.3,16.9,15.2,18.9
P54136,RARS,"Arginine--tRNA ligase, cytoplasmic ",Homo sapiens ,High,0,4.91867343447357,40,5049.4,4290.6,9585,8334.9,10503,7742.8,10343.8,9519.2,7711.1,9842.9
Q5T160,RARS2,"Probable arginine--tRNA ligase, mitochondrial ",Homo sapiens ,High,0,4.36394838079373,23,1835.4,1850.5,2111.3,2281.2,2146.9,2789.8,2408.5,2411.5,2773,2509.8
P20936,RASA1,Ras GTPase-activating protein 1 ,Homo sapiens ,High,0,4.42237313094903,22,2623.3,2676.5,2429.7,2402.7,2686.6,2130.4,2586,2913.2,2865.3,3133.1
Q15283,RASA2,Ras GTPase-activating protein 2 ,Homo sapiens ,High,0,4.72705952490804,34,10682.2,10337.8,4888.9,4560.3,3852.3,3354.1,4343.7,3686,3716.3,3919.2
Q14644,RASA3,Ras GTPase-activating protein 3 ,Homo sapiens ,High,0,4.52823774531535,34,8887.5,9370.7,2498,2563,2022.8,1657.7,1912.6,1738.8,1482.8,1613.3
O95294,RASAL1,RasGAP-activating-like protein 1 ,Homo sapiens ,High,0,3.53389910079659,6,266.4,227.4,323,277.4,348.7,400.6,338.1,329,468,440.4
Q86YV0,RASAL3,RAS protein activator like-3 ,Homo sapiens ,High,0,4.66110531679668,39,6772.6,7762.6,3946.2,4232.1,4166.1,3927.9,3765.5,4192.9,3397.3,3662.1
O14827,RASGRF2,Ras-specific guanine nucleotide-releasing factor 2 ,Homo sapiens ,High,0,3.9658505404596,15,1720.5,2083.2,678.8,744.6,594.3,640.2,631.4,704.1,849.7,597
O95267,RASGRP1,RAS guanyl-releasing protein 1 ,Homo sapiens ,High,0,4.22964857157797,20,1840.8,2001.5,1842.5,1955.8,1459.4,1558.6,1469.2,1795.6,1443,1602.3
Q7LDG7,RASGRP2,RAS guanyl-releasing protein 2 ,Homo sapiens ,High,0,4.40301751422228,14,8555.1,10762.5,1405.7,1549.7,523.8,564.1,604.4,491.4,431.2,406.1
Q8TDF6,RASGRP4,RAS guanyl-releasing protein 4 ,Homo sapiens ,Medium,0,3.19055579233517,1,124.2,120.7,123.4,129.3,165.9,145.2,153.1,215.3,188.4,185.3
Q9NS23,RASSF1,Ras association domain-containing protein 1 ,Homo sapiens ,High,0,3.33533752526054,3,233.3,215.6,222.6,226.7,219.1,190.9,250.1,257.5,160.5,188.1
P50749,RASSF2,Ras association domain-containing protein 2 ,Homo sapiens ,High,0,4.42247000662664,14,4943.8,5757.3,2009.4,2174.1,1972.7,1823.6,1981,2072.8,1977.2,1740.8
Q86WH2,RASSF3,Ras association domain-containing protein 3 ,Homo sapiens ,High,0,3.35939907218089,3,379.2,390.7,207.2,217.6,155.2,176.2,182.3,179.8,214.3,185.2
Q8WWW0,RASSF5,Ras association domain-containing protein 5 ,Homo sapiens ,High,0,3.92307296206081,9,962.2,1098.6,770.2,828.8,737.4,707.1,801,846.4,863.5,761.5
Q02833,RASSF7,Ras association domain-containing protein 7 ,Homo sapiens ,High,0,2.65581049449525,2,46.9,43.9,53.8,44.8,46.3,43.9,42.6,38.8,41.5,50.2
Q8IY67,RAVER1,Ribonucleoprotein PTB-binding 1 ,Homo sapiens ,High,0,4.24665119716228,18,2163.9,2086.7,2046.5,1900.9,2069.6,1197.2,1878,1805.2,762,1736.2
E9PAU2,RAVER1,Ribonucleoprotein PTB-binding 1 ,Homo sapiens ,High,0,3.90954533220102,7,819.7,937.5,809.5,1041.4,841.8,780.1,693.1,1018.3,532,646.4
Q9HCJ3,RAVER2,Ribonucleoprotein PTB-binding 2 ,Homo sapiens ,High,0,2.82923942814139,2,51.9,53.9,78.3,73.1,67.7,67.4,76.9,74.7,57.4,73.6
P06400,RB1,Retinoblastoma-associated protein ,Homo sapiens ,High,0,4.52421301767419,28,1149.2,1009.1,3414.7,3345.6,3873.2,3453.8,4247.9,4583,4252.7,4106.7
Q8TDY2,RB1CC1,RB1-inducible coiled-coil protein 1 ,Homo sapiens ,High,0,4.34807109907989,31,2017.7,2042.6,2024,2010,2141.5,2139.4,2520.2,2618.2,2516.6,2257.8
Q9NYW8,RBAK,RB-associated KRAB zinc finger protein ,Homo sapiens ,High,0,2.76656155263753,1,58.5,69,56.9,58.3,58.2,48.5,53.7,69,58.1,54
Q09028,RBBP4,Histone-binding protein RBBP4 ,Homo sapiens ,High,0,4.63856013601688,13,3384.5,3324.6,4469.8,4730.7,5277,5822.5,4058.2,4259.2,4268.7,3911.9
Q09028-2,RBBP4,Isoform 2 of Histone-binding protein RBBP4 ,Homo sapiens ,Medium,0,3.5253817406774,2,245.9,195.1,409.3,303,405.1,364.1,372.3,306.6,307,444.2
Q15291,RBBP5,Retinoblastoma-binding protein 5 ,Homo sapiens ,High,0,4.43364024607366,25,3208,3375.6,2766.5,2785,2586,3062.6,2311.2,2239.8,2574.1,2233.1
Q7Z6E9,RBBP6,E3 ubiquitin-protein ligase RBBP6 ,Homo sapiens ,High,0,4.80777443285988,49,4456.6,4564.2,6286.3,5626.2,6096,8306.3,7103.2,6543.5,8336.1,6917
Q16576,RBBP7,Histone-binding protein RBBP7 ,Homo sapiens ,High,0,4.40244194262041,11,1660.5,1745.4,2178,2329.5,2766.6,3243.1,2577.4,3053.1,3026.6,2680.3
Q16576-2,RBBP7,Isoform 2 of Histone-binding protein RBBP7 ,Homo sapiens ,Medium,0,2.66445392858116,2,23.9,23.5,38,56.9,53.8,51.3,47.1,60,61.7,45.6
Q99708,RBBP8,DNA endonuclease RBBP8 ,Homo sapiens ,High,0,4.27440726594897,27,1154.5,965.1,2673.3,2702.5,2341.1,1951.2,1871.9,1871.9,1314.4,1964.9
O75884,RBBP9,Putative hydrolase RBBP9 ,Homo sapiens ,High,0,3.17756535574741,3,172.6,189.6,118.1,119.9,132.6,119.4,153.6,142.8,186.6,169.9
Q9BYM8,RBCK1,RanBP-type and C3HC4-type zinc finger-containing protein 1 ,Homo sapiens ,High,0,4.17226131533935,15,2202,2235.6,1065.7,1008.5,1181.2,1122.1,1275.2,1430.4,1631.6,1716
Q8N0V3,RBFA,"Putative ribosome-binding factor A, mitochondrial ",Homo sapiens ,High,0,3.31939757405183,6,234.9,194.6,227.7,234.9,192.7,221.7,221.3,190,177.5,191.1
Q9NWB1,RBFOX1,RNA binding protein fox-1 homolog 1 ,Homo sapiens ,High,0,2.13449585583467,1,4.9,3.6,16.1,14.4,13.6,22.8,16.2,14.3,16,14.4
Q9H477,RBKS,Ribokinase ,Homo sapiens ,High,0,3.46910004571425,4,429.9,418.1,187.1,174.5,163.6,187.1,236,271.5,489,388.3
P28749,RBL1,Retinoblastoma-like protein 1 ,Homo sapiens ,High,0,4.25880483922701,24,503,394.3,2678.7,2678.7,2159.5,2139.9,2129,1937.2,1827.6,1699.1
Q08999,RBL2,Retinoblastoma-like protein 2 ,Homo sapiens ,High,0,4.1713314609185,20,2246.8,2384.8,1293.5,1218.5,1185.8,1163,1198.6,1251.9,1438.7,1454.9
P98175,RBM10,RNA-binding protein 10 ,Homo sapiens ,High,0,4.63367949161502,26,3828.5,3788.8,4394.5,4521.1,4161.8,5102.9,4170.9,3853.4,4658.4,4540.6
A0A0A0MR66,RBM10,"RNA binding motif protein 10, isoform CRA_d ",Homo sapiens ,Medium,0,3.73572661458865,4,405.1,403.9,573.2,474.3,550.2,608.1,676.1,501.2,677.4,572.1
Q9NTZ6,RBM12,RNA-binding protein 12 ,Homo sapiens ,High,0,4.80402010427253,25,7201.7,7339.2,6162.5,6078.4,6332,5522.6,6610.2,6535.4,5754,6146.5
Q8IXT5,RBM12B,RNA-binding protein 12B ,Homo sapiens ,High,0,4.51991458162618,26,2684.3,3076.2,2746.6,3122.6,2661.6,4663.2,3334.7,2747.9,4856.2,3213.3
Q96PK6,RBM14,RNA-binding protein 14 ,Homo sapiens ,High,0,4.62269365859854,23,4508.2,4017.6,4467.2,4074.5,4320.7,4704.8,4283.5,3042.5,4590,3937.3
Q96T37,RBM15,Putative RNA-binding protein 15 ,Homo sapiens ,High,0,4.56197505881567,32,3575,3468.5,3446.7,3593.8,3274.5,4505.1,3641.1,3162.9,4258.8,3546.9
Q8NDT2,RBM15B,Putative RNA-binding protein 15B ,Homo sapiens ,High,0,4.20770974984506,11,1514.1,1620.4,1672.4,1876.3,1568.9,1746.6,1605.9,1662.6,1405.1,1460.5
Q96I25,RBM17,Splicing factor 45 ,Homo sapiens ,High,0,4.63459817058797,23,3152.1,2652.6,5102.6,4770.8,4561.3,4914.7,4762.3,4035.3,4431.1,4729.2
Q96H35,RBM18,Probable RNA-binding protein 18 ,Homo sapiens ,High,0,3.82544559242005,6,575.2,575.2,832,860.1,725.2,615.1,613.8,762.6,521.9,609.2
Q9Y4C8,RBM19,Probable RNA-binding protein 19 ,Homo sapiens ,High,0,4.72293075347337,38,2828.5,2437.6,7060.2,6514.5,5163.5,7118.3,5522.9,4329.6,6843.8,5017.2
Q9NW64,RBM22,Pre-mRNA-splicing factor RBM22 ,Homo sapiens ,High,0,4.49965134805801,14,3055.1,3202.1,3103.3,3029.1,3207.1,3048.7,3583.2,3124.2,3125.1,3119.5
Q86U06,RBM23,Probable RNA-binding protein 23 ,Homo sapiens ,High,0,3.51333748077036,5,204.5,156.2,468.2,468.8,361.2,339.6,326.4,310.6,284.4,341
Q86U06-2,RBM23,Isoform 2 of Probable RNA-binding protein 23 ,Homo sapiens ,High,0,2.42455497660671,2,13,14.9,39.4,36,23.2,32.6,21.4,24.3,31.1,29.9
P49756,RBM25,RNA-binding protein 25 ,Homo sapiens ,High,0,4.72585938319947,34,4695,4635.3,5391.7,5587.6,5096.9,6793.8,5614.9,4690.7,5721.3,4966.4
Q5T8P6,RBM26,RNA-binding protein 26 ,Homo sapiens ,High,0,4.68331546098727,29,3290,3480.3,4900.5,5265.1,4663.5,5691.2,5122.7,5290.2,5640.1,4886.2
Q5T8P6-2,RBM26,Isoform 2 of RNA-binding protein 26 ,Homo sapiens ,High,0,2.20139712432045,3,18.2,11.1,14.4,19,14.3,15.4,14.9,20.7,16.7,14.3
Q9P2N5,RBM27,RNA-binding protein 27 ,Homo sapiens ,High,0,4.69335403408643,32,3671.8,3318.8,4941.1,4992.1,4914.9,6002.8,5276.8,5128.2,5553.8,5557.3
Q9NW13,RBM28,RNA-binding protein 28 ,Homo sapiens ,High,0,4.80895060208508,41,3069.5,2908.2,8145,8723.7,7216.6,7414.1,7367.8,7014.1,5981.7,6568.9
P98179,RBM3,RNA-binding protein 3 ,Homo sapiens ,High,0,4.13253183898398,6,1283.3,1466.8,1576,1849.7,2063.3,2112.3,802,838.4,802.9,773.8
Q96EV2,RBM33,RNA-binding protein 33 ,Homo sapiens ,High,0,4.26369523274349,15,2108.9,1847.6,1832.2,1695.3,2037.8,1798,1789.6,1595.5,1664.1,1983.5
H0Y3K4,RBM33,RNA-binding protein 33 (Fragment) ,Homo sapiens ,High,0,2.59295357154787,4,64.9,58.6,49.6,51.7,59.2,52.6,13.6,13.5,17.3,10.7
P42696,RBM34,RNA-binding protein 34 ,Homo sapiens ,High,0,4.38724741135732,22,1407.4,1318.5,2936.3,3023.1,2612.2,3244.7,2662.5,2211.6,2530.6,2445.1
Q9H0Z9,RBM38,RNA-binding protein 38 ,Homo sapiens ,High,0,3.91229647026394,5,437.2,495.3,820.2,885.6,974.4,962.5,959.7,1122.1,762.1,752.3
Q14498,RBM39,RNA-binding protein 39 ,Homo sapiens ,High,0,4.6830812758733,18,3788.5,3769.5,5369.1,5594.2,5201.5,5835.9,5006.8,4294.5,4671.4,4672.4
Q9BWF3,RBM4,RNA-binding protein 4 ,Homo sapiens ,High,0,4.49624585694331,5,2762.4,2759.3,3092.2,3157.8,3218.1,3640.6,3097.1,3018.4,3441.1,3163.6
Q96IZ5,RBM41,RNA-binding protein 41 ,Homo sapiens ,Medium,0,3.06829720503145,1,59,86.3,86.9,177.3,101.7,201.2,95.6,174.4,124.5,63.4
Q9BTD8,RBM42,RNA-binding protein 42 ,Homo sapiens ,High,0,4.03686035095347,10,1197.1,1085.3,1326.4,1309.4,1268.5,1189.8,918.9,805.6,787.7,997.1
Q6ZSC3,RBM43,RNA-binding protein 43 ,Homo sapiens ,High,0,2.84917363309883,2,63.3,59.6,61,42.4,50.2,78.9,90.9,73.9,101,85.4
Q6ZP01,RBM44,RNA-binding protein 44 ,Homo sapiens ,Medium,0,2.85709115467351,2,76.7,60.9,62.7,51.3,54.3,91.2,86.8,114.3,63.5,57.9
Q8IUH3,RBM45,RNA-binding protein 45 ,Homo sapiens ,High,0,4.08037752588171,16,862.5,749.7,1377.7,1214.6,1298.7,1384.7,1420,1129.7,1285.8,1309.7
Q8IUH3-3,RBM45,Isoform 3 of RNA-binding protein 45 ,Homo sapiens ,High,0,3.6043124712485,6,340.9,321.1,440.4,427.1,404.6,451.5,427.1,344.4,435.4,428.3
A0AV96,RBM47,RNA-binding protein 47 ,Homo sapiens ,High,0,3.37067959582386,3,353.3,323.4,164.3,177.1,179.7,240.1,165,189.3,310.4,245.3
Q5RL73,RBM48,RNA-binding protein 48 ,Homo sapiens ,High,0,2.68895346263742,2,72.4,70.1,57.4,52.4,59.3,29.5,39.5,38.9,24.1,45
Q9BQ04,RBM4B,RNA-binding protein 4B ,Homo sapiens ,High,0,2.73271534034999,3,76.1,84.7,49.8,70.3,62.4,64.1,33.2,35,34.2,30.6
P52756,RBM5,RNA-binding protein 5 ,Homo sapiens ,High,0,4.36201664021176,20,1992.5,1990.2,2412.4,2576.4,2122.6,2983.8,2329.6,1884.2,2417.1,2306.5
P78332,RBM6,RNA-binding protein 6 ,Homo sapiens ,High,0,4.69659051257915,35,4455.1,4414.7,5286.6,5477.7,4917.8,5937.7,5184.9,4484.9,5112.5,4454.9
Q9Y580,RBM7,RNA-binding protein 7 ,Homo sapiens ,High,0,4.02199509795446,10,1002.3,915.3,1191.6,1150.4,1036.7,1081.2,1097.8,1005.5,1068.2,970.5
Q9Y5S9,RBM8A,RNA-binding protein 8A ,Homo sapiens ,High,0,3.97272108961229,7,1041.1,933.2,1234.5,1170.6,1063.8,1064.5,792.4,719.3,648.4,723.4
P29558,RBMS1,"RNA-binding motif, single-stranded-interacting protein 1 ",Homo sapiens ,High,0,3.88934653059077,8,404.2,375.9,723.3,828.1,804.6,962.3,863.7,962.3,995.8,830.6
P29558-2,RBMS1,"Isoform 2 of RNA-binding motif, single-stranded-interacting protein 1 ",Homo sapiens ,Medium,0,3.63423536828933,3,239.2,205.4,482.9,463.9,489.7,521.5,470,502.1,450.5,482.4
P38159,RBMX,"RNA-binding motif protein, X chromosome ",Homo sapiens ,High,0,4.64553917904939,6,4352.8,4157.6,4523.2,4665,4011.8,4995.5,4914.7,4040.8,4511.4,4039.1
Q9Y388,RBMX2,"RNA-binding motif protein, X-linked 2 ",Homo sapiens ,High,0,3.9272368714077,6,533,402.9,890.4,834.5,931,935.9,1076.9,930.2,939.4,983.2
Q96E39,RBMXL1,"RNA binding motif protein, X-linked-like-1 ",Homo sapiens ,High,0,3.68914008205527,5,658.5,703.2,417.7,470.5,359.8,522.4,435,440.2,514.3,366.5
Q06330,RBPJ,Recombining binding protein suppressor of hairless ,Homo sapiens ,High,0,4.50150018287062,18,2154.7,2041.8,3104,3079.5,3521.6,3628.8,3342.8,3288.2,3842,3728.8
Q9H1K0,RBSN,Rabenosyn-5 ,Homo sapiens ,High,0,3.14416930004167,3,190.3,210.8,118.2,115.6,129.3,104.3,148.5,125.9,100.4,150.4
P62877,RBX1,E3 ubiquitin-protein ligase RBX1 ,Homo sapiens ,High,0,3.45344065929356,2,194.5,263.3,181.1,322.9,262.6,379.6,225.6,430.9,303.6,276.7
Q5TC82,RC3H1,Roquin-1 ,Homo sapiens ,High,0,3.78473137800344,10,369.7,361.5,813.5,773.3,788.2,682.9,666.1,552.2,564.1,520.1
Q9HBD1,RC3H2,Roquin-2 ,Homo sapiens ,High,0,2.92793468174118,2,56.1,64.5,91.2,98.2,87.7,107.2,91.5,90.9,68.8,91
P53805,RCAN1,Calcipressin-1 ,Homo sapiens ,High,0,2.90194846507308,2,47.2,48.8,119.6,120,77.1,77.2,94.4,74.3,65.4,73.9
Q9UKA8,RCAN3,Calcipressin-3 ,Homo sapiens ,High,0,3.78128134024277,6,1144.3,1209.4,589,593.1,485.8,459.5,417.7,430.3,343.5,370.8
Q8NDN9,RCBTB1,RCC1 and BTB domain-containing protein 1 ,Homo sapiens ,High,0,3.56664957881787,6,344.3,385.3,309.7,338.3,366.1,369.5,387.7,485.2,389.6,311.1
P18754,RCC1,Regulator of chromosome condensation ,Homo sapiens ,High,0,4.53516368549656,16,2591.9,2424.9,3669.3,3558.5,3901,4329,3581.9,3201.4,3888.3,3143.5
Q96I51,RCC1L,RCC1-like G exchanging factor-like protein ,Homo sapiens ,High,0,4.22730811666086,13,1130.7,1021.5,1700.6,1507.7,1985.1,2098.7,1978,1639,1931.6,1884.6
Q9P258,RCC2,Protein RCC2 ,Homo sapiens ,High,0,4.63934801092514,21,4535.7,4297.7,3733,3463.1,4521.3,3373.3,4997.3,5335.7,4005.1,5323.9
A6NED2,RCCD1,RCC1 domain-containing protein 1 ,Homo sapiens ,High,0,3.3526262368308,4,214.3,198,199,163.4,239.4,221.4,277.7,261.1,230.5,247.5
Q9Y256,RCE1,CAAX prenyl protease 2 ,Homo sapiens ,Medium,0,3.5326015211924,1,188.4,219.3,336.5,378.6,321.8,428.4,357.5,425.5,397.9,354.9
Q96PM5,RCHY1,RING finger and CHY zinc finger domain-containing protein 1 ,Homo sapiens ,High,0,3.90311712954887,9,823.9,725,665.3,654.5,791,814.7,821.1,852.4,932,920.6
Q9Y2P8,RCL1,RNA 3'-terminal phosphate cyclase-like protein ,Homo sapiens ,High,0,4.45579013534796,14,1574.4,1398,3843.2,3752.6,3248,3363.7,3424.5,2871.2,2158,2928.5
Q15293,RCN1,Reticulocalbin-1 ,Homo sapiens ,High,0,4.32617194528917,16,1249.8,1231,1906.9,1867.8,2217.3,2658.7,2322.3,2391.9,2931,2415.3
Q14257,RCN2,Reticulocalbin-2 ,Homo sapiens ,High,0,4.13991684949694,16,1070,1138,1196,1310.2,1130.7,1818.3,1317.1,1744.7,1809.4,1266.8
Q96D15,RCN3,Reticulocalbin-3 ,Homo sapiens ,High,0,2.62438524142026,3,24.4,21.2,24,33.4,29.7,55.5,48.6,40.8,88.7,54.8
Q9UKL0,RCOR1,REST corepressor 1 ,Homo sapiens ,High,0,4.24060165997115,12,1371.9,1318.9,1675.2,1606.8,1652.2,1995.7,1855.9,2031.3,2002.7,1891.5
Q9P2K3,RCOR3,REST corepressor 3 ,Homo sapiens ,High,0,4.09353374669863,10,1372.5,1298.8,1241.6,1194.7,1146.1,1207.8,1219,1267.5,1249.9,1205.3
Q6JBY9,RCSD1,CapZ-interacting protein ,Homo sapiens ,High,0,4.41722915132351,16,6086.4,5629.5,1832.7,1614.4,1832.9,1606.2,1700,2086.9,1763.1,1983.3
Q8IZV5,RDH10,Retinol dehydrogenase 10 ,Homo sapiens ,High,0,3.62387959382151,5,164.7,139.4,292.6,297.9,518.8,627.8,382.3,615.2,620.4,547
Q8TC12,RDH11,Retinol dehydrogenase 11 ,Homo sapiens ,High,0,4.14824470790501,9,1084.3,1018.4,1440.3,1326.3,1301.4,1770.3,1543.4,1137,1781.4,1665.6
Q8NBN7,RDH13,Retinol dehydrogenase 13 ,Homo sapiens ,High,0,4.00645320576942,10,1290.3,1160,1126.6,1016.8,973.1,972.7,952.5,746.4,957,954.3
Q9HBH5,RDH14,Retinol dehydrogenase 14 ,Homo sapiens ,High,0,4.11234354190852,11,2069.2,1940.8,1209.9,1196.5,989.3,1164.6,1194.8,934.1,1149.4,1103.6
P35241,RDX,Radixin ,Homo sapiens ,High,0,4.26354849084384,22,936.2,911.3,1641.7,1718.8,2204.3,1963.5,1785.4,2740.7,2110.7,2333.7
O95980,RECK,Reversion-inducing cysteine-rich protein with Kazal motifs ,Homo sapiens ,High,0,2.85955857262605,1,91.3,73.6,61.4,57.4,67.8,73.1,71.3,67.3,79.7,80.8
P46063,RECQL,ATP-dependent DNA helicase Q1 ,Homo sapiens ,High,0,5.06861363522198,39,14838.2,15132.6,8644,8269.9,10070.9,9420.2,10610.8,11928.7,15111.1,13088.9
O94761,RECQL4,ATP-dependent DNA helicase Q4 ,Homo sapiens ,High,0,3.86179120786221,9,195.3,177,918.2,941.3,962.5,749.2,839.9,954.7,669.3,866.9
O94762,RECQL5,ATP-dependent DNA helicase Q5 ,Homo sapiens ,High,0,4.31850784165871,22,1878.9,2024.8,2140.8,2051,2299.2,1978,2200.9,2137.9,1984.4,2125.4
Q6NUK4,REEP3,Receptor expression-enhancing protein 3 ,Homo sapiens ,High,0,4.09528096297965,6,643.8,594.2,1341.3,1311.2,1328,1616.4,1313.8,1029.8,1563.7,1711
